idFdb;urlFdb;iRating;sTitle;iYear;sCountry;sGenre;urlPoster;iPage
19235;19235-vykoupeni-z-veznice-shawshank;92;Vykoupení z věznice Shawshank;1994;USA;Drama / Krimi;pmojr7mdxdbhshvckeyq.jpeg;1
5134;5134-forrest-gump;92;Forrest Gump;1994;USA;Komedie / Drama / Romantický;1pz9oy1og5810zj5kbea.jpeg;1
23755;23755-zelena-mile;91;Zelená míle;1999;USA;Drama / Fantasy / Krimi;me17i3t6uq0ocpbepba8.jpeg;1
90638;90638-nedotknutelni;90;Nedotknutelní;2011;Francie;Komedie / Drama;41erpvsxb3hnebezdtrz.jpeg;1
7460;7460-kmotr;90;Kmotr;1972;USA;Drama / Gangsterka / Krimi;lz65o4tlsg77docn51ui.jpeg;1
15330;15330-schindleruv-seznam;89;Schindlerův seznam;1993;USA;Drama / Historický / Vojenský;qaf7iyx2a3fyy8k940iv.jpeg;1
17246;17246-tenkrat-na-zapade;89;Tenkrát na Západě;1968;Itálie / USA;Drama / Western / Evropská Tvorba;os6jrdpnxauez6yujdda.jpeg;1
13965;13965-prelet-nad-kukaccim-hnizdem;89;Přelet nad kukaččím hnízdem;1975;USA;Psychologický / Drama;2zwafk2c21bnguv65unt.jpeg;1
72361;72361-krtek-v-zoo;98;Krtek v ZOO;1969;Československo;Animovaný / Dětský / Kreslený;l6duqx17o3bz368jq8t1.jpeg;1
15130;15130-sedm;89;Sedm;1995;USA;Drama / Krimi / Thriller;g6vqgd8h5dsxqabevwb7.jpeg;1
21395;21395-pelisky;89;Pelíšky;1999;Česká republika;Komedie / Drama / Retro / Evropská Tvorba;zm6430c5cgohayj62h3u.jpeg;1
14937;14937-s-certy-nejsou-zerty;89;S čerty nejsou žerty;1984;Československo;Komedie / Fantasy / Pohádka / Rodinný / Romantický / Evropská Tvorba;6xjebl38gexfhjwus6qe.jpeg;1
15150;15150-sedm-statecnych;89;Sedm statečných;1960;USA;Akční / Drama / Western;5fd5q2dlm779cbky84pu.jpeg;2
14247;14247-pulp-fiction-historky-z-podsveti;88;Pulp Fiction - Historky z podsvětí;1994;USA;Akční / Komedie / Drama / Krimi / Thriller;fbk2iq0r4004t77o6iqg.jpeg;2
158378;158378-bohemian-rhapsody;89;Bohemian Rhapsody;2018;USA / Velká Británie;Drama / Hudební / Životopisný;5y8bpz413rrfkgfnflyr.jpeg;2
18662;18662-vesnicko-ma-strediskova;88;Vesničko má, středisková;1985;Československo;Komedie / Evropská Tvorba;fdox1xucs2b8m07zznw4.jpeg;2
18664;18664-vetrelci;88;Vetřelci;1986;USA;Akční / Horor / Sci-Fi / Thriller;l8u4v3j8vwnvy3wng2az.jpeg;2
9441;9441-marecku-podejte-mi-pero;88;Marečku, podejte mi pero!;1976;Československo;Komedie / Evropská Tvorba;7wucw4ksaq8oksyf03jz.jpeg;2
17758;17758-tri-orisky-pro-popelku;88;Tři oříšky pro Popelku;1973;Československo / NDR;Drama / Fantasy / Pohádka / Rodinný / Romantický / Evropská Tvorba;6v2ht7euglxtdw68eusq.jpeg;2
72362;72362-krtek-a-televizor;98;Krtek a televizor;1970;Československo;Dětský / Kreslený;w1s0hwiiouvz2e4rr505.jpeg;2
18665;18665-vetrelec;88;Vetřelec;1979;USA / Velká Británie;Horor / Sci-Fi / Thriller;5ouu6ab49mysc9goqesk.jpeg;2
6529;6529-jak-dostat-tatinka-do-polepsovny;88;Jak dostat tatínka do polepšovny;1978;Československo;Komedie / Rodinný;qt844fc87eopv86ns9xg.jpeg;2
72359;72359-krtek-a-paraplicko;95;Krtek a paraplíčko;1971;Československo;Dětský / Kreslený;00lt29ro7a93chxirobv.jpeg;2
30825;30825-pan-prstenu-navrat-krale;88;Pán prstenů: Návrat krále;2003;Nový Zéland / USA / Spolková republika Německo;Akční / Dobrodružný / Drama / Fantasy;lfkpzbyo3klspv325ev9.jpeg;2
17274;17274-terminator-2-den-zuctovani;88;Terminátor 2: Den zúčtování;1991;USA;Akční / Sci-Fi / Thriller;yq7kxwca3090s7znub5k.jpeg;3
7461;7461-kmotr-ii;88;Kmotr II;1974;USA;Drama / Gangsterka / Krimi;cui147jwxkbfhltucfzh.jpeg;3
12776;12776-pink-floyd-pulse;96;Pink Floyd - Pulse;2006;Velká Británie;Hudební / Dokument;5wfh1b92w335zuuq5pw8.jpeg;3
16227;16227-statecne-srdce;88;Statečné srdce;1995;USA;Akční / Drama / Historický / Válečný / Životopisný / Vojenský;nmw3532hfb63vnxty9ro.jpeg;3
27589;27589-zaskok;88;Záskok;1997;Česká republika;Komedie;5r9twqt8gw9gvoh5ij92.jpeg;3
11125;11125-nekdo-to-rad-horke;88;Někdo to rád horké;1959;USA;Komedie / Hudební / Krimi / Romantický;ote30e4sow34qw6184lc.jpeg;3
4226;4226-indiana-jones-a-dobyvatele-ztracene-archy;88;Indiana Jones a dobyvatelé ztracené archy;1981;USA;Akční / Dobrodružný / Komedie;z11v6dfkcfbhd7jjjjye.jpeg;3
58437;58437-francouzska-revoluce;92;Francouzská revoluce;1989;Francie / Itálie / Kanada / NSR;Drama / Historický / Thriller / Vojenský / Evropská Tvorba;sl61zlmqtzy38h49ixmg.jpeg;3
35454;35454-miroslav-donutil-sluha-dvou-panu;88;Miroslav Donutil - Sluha dvou pánů;2000;Česká republika;Komedie;us5m6ivsh2pgz7fql96f.jpeg;3
54023;54023-gran-torino;88;Gran Torino;2008;Austrálie / USA;Psychologický / Drama;x9fm1uugsxlt56sol7db.jpeg;3
2655;2655-byl-jednou-jeden-kral;88;Byl jednou jeden král;1954;Československo;Komedie / Fantasy / Pohádka / Rodinný / Evropská Tvorba;31mmp8q5sqk1tsgs0fqc.jpeg;3
6359;6359-indiana-jones-a-posledni-krizova-vyprava;87;Indiana Jones a poslední křížová výprava;1989;USA;Akční / Dobrodružný / Komedie / Fantasy;f3mttqntk8xp8m1ayy4n.jpeg;3
34945;34945-holzmann-felix-vcera-dnes-a-zitra;88;Holzmann Felix: Včera, dnes a zítra;2004;Česká republika;Zábavný;phbzym5lgntuogs57dfa.jpeg;4
39940;39940-dobyti-severniho-polu;88;Dobytí severního pólu;1987;Československo;Komedie;yvx0sby8bjp1edq2xw8a.jpeg;4
72424;72424-krtek-a-zvykacka;95;Krtek a žvýkačka;1969;Československo;Dětský / Kreslený;u5j1qhid4yhl21xx2v2b.jpeg;4
20140;20140-zpivani-v-desti;89;Zpívání v dešti;1952;USA;Komedie / Muzikál / Romantický;mlb8es71t23bjmey1zhv.jpeg;4
17890;17890-u-pokladny-stal;88;U pokladny stál;1939;Československo;Komedie / Evropská Tvorba;m4jbew5448dro7zpmsnl.jpeg;4
6563;6563-jak-vytrhnout-velrybe-stolicku;87;Jak vytrhnout velrybě stoličku;1977;Československo;Komedie / Rodinný;y9zfwv6wnbivgwdoo22l.jpeg;4
23735;23735-gladiator;87;Gladiátor;2000;USA / Velká Británie;Akční / Drama / Historický;4upmx295xdc8zrx48ujr.jpeg;4
11017;11017-neboztici-preji-lasce;88;Nebožtíci přejí lásce;1972;Itálie / USA;Komedie / Romantický / Evropská Tvorba;uqjktejre41ne4pjbeec.jpeg;4
4216;4216-dobry-vojak-svejk;87;Dobrý voják Švejk;1956;Československo;Komedie / Vojenský / Evropská Tvorba;m6j7mybbxhfl6orpjrbi.jpeg;4
17082;17082-tanec-s-vlky;87;Tanec s vlky;1990;USA;Akční / Dobrodružný / Drama / Western;xvgjd6n04qpgjtgbh70p.jpeg;4
21415;21415-zachrante-vojina-ryana;87;Zachraňte vojína Ryana;1998;USA;Akční / Drama / Historický / Válečný / Vojenský;laplqmy4cijpxkg93a3d.jpeg;4
10249;10249-motylek;87;Motýlek;1973;USA;Dobrodružný / Drama / Krimi / Životopisný;iyjp2ihlyauqsf1suuko.jpeg;4
10032;10032-mlceni-jehnatek;87;Mlčení jehňátek;1991;USA;Drama / Horor / Krimi / Thriller;1rq4fymqs2rfar9q13rx.jpeg;5
73052;73052-krtek-a-zelena-hvezda;96;Krtek a zelená hvězda;1969;Československo;Dětský / Kreslený;2ldxmf6lydxgco85rgov.jpeg;5
13011;13011-podraz;87;Podraz;1973;USA;Komedie / Drama / Hudební / Krimi;5aasaws34zqla3dbbyow.jpeg;5
33336;33336-planety;94;Planety;1999;Velká Británie;Dokument;utff4xchzr1dllheyyxf.jpeg;5
46011;46011-jak-krtek-ke-kalhotkam-prisel;87;Jak krtek ke kalhotkám přišel;1957;Československo;Animovaný / Dětský / Rodinný;68c5pk1ol6mlkyj9b49t.jpeg;5
15723;15723-smrtonosna-past;87;Smrtonosná past;1988;USA;Akční / Dobrodružný / Thriller;vkh94ssijq9zj8mqjebw.jpeg;5
24655;24655-pan-prstenu-spolecenstvo-prstenu;87;Pán prstenů: Společenstvo prstenu;2001;Nový Zéland / USA;Akční / Dobrodružný / Drama / Fantasy;e0pwkqylw33hympw4qx5.jpeg;5
28331;28331-pan-prstenu-dve-veze;87;Pán prstenů: Dvě věže;2002;Nový Zéland / USA / Spolková republika Německo;Akční / Dobrodružný / Drama / Fantasy;jytk6twpqp6ijm5f0b90.jpeg;5
47849;47849-temny-rytir;87;Temný rytíř;2008;USA;Akční / Dobrodružný / Drama / Fantasy / Krimi / Thriller;eec0ts3eyzg0u0rfy6pc.jpeg;5
2838;2838-cesta-do-hlubin-studakovy-duse;87;Cesta do hlubin študákovy duše;1939;Československo;Komedie / Evropská Tvorba;2j2xir2nl9iyd3f3bx1p.jpeg;5
11079;11079-nejlepsi-leta-naseho-zivota;93;Nejlepší léta našeho života;1946;USA;Drama / Romantický / Vojenský;pjsiu7qtfkkz11gfce9t.jpeg;5
96353;96353-dobry-vojak-svejk;96;Dobrý voják Švejk;1954;Československo;Komedie / Loutkový;f1jvdo8oq620vekhtmp4.jpeg;5
4649;4649-dvanact-rozhnevanych-muzu;87;Dvanáct rozhněvaných mužů;1957;USA;Drama / Krimi;l698yxsre72dmmx74lcs.jpeg;6
10937;10937-nebe-a-dudy;87;Nebe a dudy;1941;Československo;Komedie / Romantický / Evropská Tvorba;wgu2664tp2dphm7wuszh.jpeg;6
13944;13944-prednosta-stanice;87;Přednosta stanice;1941;Československo;Komedie / Drama;laolwhwedk6obfgh4rqq.jpeg;6
39946;39946-dlouhy-siroky-a-kratkozraky;88;Dlouhý, Široký a Krátkozraký;1987;Československo;Komedie;s9fqzp04mv3xuffl7v9a.jpeg;6
21030;21030-matrix;87;Matrix;1999;USA;Akční / Sci-Fi / Thriller;rdh3sl755hcw8j7munao.jpeg;6
8519;8519-leon;87;Leon;1994;Francie / USA;Akční / Drama / Krimi / Thriller / Evropská Tvorba;sbvv2qt7liobnjqutc6u.jpeg;6
13675;13675-prazdniny-v-rime;87;Prázdniny v Římě;1953;USA;Komedie / Drama / Romantický;wrj6jrnkxv6whnqxacna.jpeg;6
103777;103777-na-vlasku-stastne-az-naveky;92;Na vlásku šťastně až navěky;2012;USA;Akční / Komedie / Animovaný / Rodinný;ljc0kqwwwryjobb0dc5c.jpeg;6
46550;46550-hop-dva-tri-miloslava-simka-a-jiriho-grossmanna;92;Hop dva tři Miloslava Šimka a Jiřího Grossmanna;1971;Československo;Komedie;General_375px.jpeg;6
72390;72390-krtek-a-raketa;93;Krtek a raketa;1965;Československo;Dětský / Kreslený;ds8xjqshxao89vky2t6q.jpeg;6
10880;10880-navrat-do-budoucnosti;87;Návrat do budoucnosti;1985;USA;Akční / Dobrodružný / Komedie / Sci-Fi;md3mofahotigqaidsn73.jpeg;6
30268;30268-svestka;87;Švestka;2002;Česká republika;Komedie;n0ori723n9jp31jl5c4b.jpeg;6
656;656-amadeus;87;Amadeus;1984;USA;Drama / Hudební / Historický / Životopisný;gm766mex7strw27iwyky.jpeg;7
10646;10646-na-samote-u-lesa;87;Na samotě u lesa;1976;Československo;Komedie / Drama / Rodinný / Evropská Tvorba;rp64g9pvr7vq0jzbpcnv.jpeg;7
6344;6344-star-wars-epizoda-v-imperium-vraci-uder;87;Star Wars: Epizoda V - Impérium vrací úder;1980;USA;Akční / Dobrodružný / Fantasy / Sci-Fi;lkkp0uxkz4qpigiww393.jpeg;7
103894;103894-rivalove;87;Rivalové;2013;USA / Spolková republika Německo / Velká Británie;Akční / Drama / Životopisný / Sportovní / Evropská Tvorba;21lt3ffk4rc4h5r3mbtu.jpeg;7
30363;30363-pianista;87;Pianista;2002;Francie / Nizozemsko / Polsko / Spolková republika Německo / Velká Británie;Drama / Hudební / Historický / Válečný / Životopisný / Vojenský / Evropská Tvorba;wd3r8sjm9plhe5iqcvas.jpeg;7
13470;13470-poslusne-hlasim;87;Poslušně hlásím;1957;Československo;Komedie / Vojenský / Evropská Tvorba;lw1fpa3d3qkhip3w35a4.jpeg;7
16744;16744-skola-zaklad-zivota;87;Škola základ života;1938;Československo;Komedie / Evropská Tvorba;8frwrp5lcv70fjrc5xi0.jpeg;7
14276;14276-pysna-princezna;87;Pyšná princezna;1952;Československo;Komedie / Drama / Pohádka / Rodinný / Romantický / Evropská Tvorba;mrnq9q8d15bznwwuf81b.jpeg;7
22702;22702-usporena-libra;88;Uspořená libra;1963;Československo;Komedie;hpwmgidfo5fhc0ene5h0.jpeg;7
16563;16563-svetaci;87;Světáci;1969;Československo;Komedie / Evropská Tvorba;8do1mpjfmptl17ap3r9a.jpeg;7
14341;14341-rain-man;87;Rain Man;1988;USA;Komedie / Drama;1y2e6b64nmqfky4r6h8p.jpeg;7
5712;5712-hodny-zly-a-osklivy;87;Hodný, zlý a ošklivý;1966;Itálie;Drama / Western / Evropská Tvorba;pndd13ir1imj0t56pcl0.jpeg;7
13687;13687-predator;86;Predátor;1987;USA;Akční / Dobrodružný / Horor / Sci-Fi / Thriller;1mkuz1xy1mdcs0tq7r2e.jpeg;8
14199;14199-psycho;87;Psycho;1960;USA;Drama / Horor / Thriller / Mysteriózní;47nz8307m2bs4ckmeezy.jpeg;8
18054;18054-uprchlik;86;Uprchlík;1993;USA;Akční / Drama / Krimi / Thriller;7ta8uberz87i3jrmrvzb.jpeg;8
3318;3318-cetnik-ze-saint-tropez;86;Četník ze Saint Tropez;1964;Francie;Komedie / Krimi / Evropská Tvorba;92xzgvx3i9wo7ky3sjqq.jpeg;8
16426;16426-stvoreni-sveta;87;Stvoření světa;1957;Československo / Francie;Komedie / Animovaný / Fantasy / Rodinný / Evropská Tvorba;cqjy0i4b4wfh9y88r4h0.jpeg;8
22114;22114-tezka-barbora;90;Těžká Barbora;1960;Československo;Komedie;kn1bocmq9dg7bccubclo.jpeg;8
59351;59351-dva-mrazici;88;Dva mrazíci;1954;Československo;Komedie / Animovaný / Pohádka / Loutkový;em3948xt7esyfasbq8g2.jpeg;8
72386;72386-krtek-zahradnikem;95;Krtek zahradníkem;1969;Československo;Animovaný / Dětský / Rodinný / Kreslený;6606lcvs3i5vximguz1p.jpeg;8
63282;63282-kropacek-ma-anginu;95;Kropáček má anginu;1978;Československo;Animovaný;9awwyp8i6ogf3iwnpca2.jpeg;8
3311;3311-ceta;86;Četa;1986;USA / Velká Británie;Akční / Drama / Válečný / Vojenský;robo27e25e4t1d6a1urn.jpeg;8
21424;21424-zivot-je-krasny;87;Život je krásný;1997;Itálie;Komedie / Drama / Černá Komedie / Romantický / Válečný / Vojenský / Evropská Tvorba;yq6mkoe6mu5uopf45vwj.jpeg;8
11147;11147-nelitostny-souboj;86;Nelítostný souboj;1995;USA;Akční / Drama / Krimi;yotjwpip6kfegq2ntbrf.jpeg;8
25759;25759-cista-duse;86;Čistá duše;2001;USA;Drama / Romantický / Životopisný;kk7nhzuh4tcqyqnjkv49.jpeg;9
13117;13117-poklad-na-stribrnem-jezere;86;Poklad na Stříbrném jezeře;1962;Francie / Jugoslávie / NSR;Akční / Dobrodružný / Drama / Western / Evropská Tvorba;xw5zxgkl94hzeojuk2un.jpeg;9
21556;21556-silvestry-vladimira-mensika;87;Silvestry Vladimíra Menšíka;1996;Česká republika;Dokument;lq1dl0e8bydl5vxeal22.jpeg;9
44932;44932-bourneovo-ultimatum;86;Bourneovo ultimátum;2007;USA / Spolková republika Německo;Akční / Drama / Thriller / Špionážní;hs80ua9quwk866d683vy.jpeg;9
4187;4187-dobrodruzstvi-robinsona-crusoe-namornika-z-yorku;88;Dobrodružství Robinsona Crusoe, námořníka z Yorku;1981;Československo;Loutkový;mpzp6u0k9pofqzmucqes.jpeg;9
13481;13481-postriziny;86;Postřižiny;1980;Československo;Komedie / Lyrický / Poetický / Evropská Tvorba;ita0aq5cmoaqmen4rlkz.jpeg;9
2637;2637-butch-cassidy-a-sundance-kid;86;Butch Cassidy a Sundance Kid;1969;USA;Akční / Drama / Historický / Krimi / Western;incxfkgy4s2cw55vvke1.jpeg;9
30416;30416-ruka;94;Ruka;1965;Československo;Animovaný / Horor / Podobenství / Loutkový;ewocfb176koydc732lql.jpeg;9
73050;73050-krtek-a-tranzistor;94;Krtek a tranzistor;1968;Československo;Dětský / Kreslený;bjeieq6x1rmu8o8dodtn.jpeg;9
4496;4496-duchacek-to-zaridi;86;Ducháček to zařídí;1938;Československo;Komedie;tu5eoosuvxxdajkeijyf.jpeg;9
6146;6146-star-wars-epizoda-iv-nova-nadeje;86;Star Wars: Epizoda IV - Nová naděje;1977;USA;Akční / Dobrodružný / Fantasy / Sci-Fi;w360dbu5hvu3f4yktbdh.jpeg;9
19305;19305-vyssi-princip;86;Vyšší princip;1960;Československo;Psychologický / Drama / Válečný / Vojenský / Evropská Tvorba;40vpp0p9nrhf9ovge0fi.jpeg;9
14956;14956-s-tebou-me-bavi-svet;86;S tebou mě baví svět;1982;Československo;Komedie / Rodinný / Evropská Tvorba;7h6b2gqggzltyw1u7n6g.jpeg;10
2788;2788-casino;86;Casino;1995;USA;Drama / Gangsterka / Krimi;iq7wbe19kan1hwef6qxs.jpeg;10
11745;11745-obecna-skola;86;Obecná škola;1991;Československo;Komedie / Drama / Historický / Rodinný / Evropská Tvorba;zu6pepokmptvpjcodx22.jpeg;10
13396;13396-posledni-mohykan;86;Poslední Mohykán;1992;USA;Akční / Dobrodružný / Drama / Historický / Romantický / Western / Vojenský;lvwzwbe4hkiexr458rn6.jpeg;10
149492;149492-coco;87;Coco;2017;USA;Akční / Dobrodružný / Komedie / Animovaný / Drama / Fantasy / Hudební / Rodinný / Evropská Tvorba;z7qlgbnbnwzwmorp2s9d.jpeg;10
20244;20244-zvire;86;Zvíře;1977;Francie;Akční / Komedie / Drama / Romantický / Evropská Tvorba;sg67fyz8d0uf61bu1ntv.jpeg;10
17388;17388-osviceni;86;Osvícení;1980;USA;Drama / Horor / Thriller;70mxjrna7nsyh7d45ztu.jpeg;10
19140;19140-vrchni-prchni;86;Vrchní, prchni!;1980;Československo;Komedie / Evropská Tvorba;agkkgxvznu1350sm9mrh.jpeg;10
10891;10891-star-wars-epizoda-vi-navrat-jediu;86;Star Wars: Epizoda VI - Návrat Jediů;1983;USA;Akční / Dobrodružný / Fantasy / Sci-Fi;yw3ewjx8expfawe7w5g0.jpeg;10
15443;15443-sklenene-peklo;86;Skleněné peklo;1974;USA;Akční / Drama / Katastrofický / Thriller;x225qqysce1ty779vvih.jpeg;10
25740;25740-frajer-luke;86;Frajer Luke;1967;USA;Drama / Krimi;34bzp688bfnpgk8o6zno.jpeg;10
130207;130207-filmovy-dobrodruh-karel-zeman;92;Filmový dobrodruh Karel Zeman;2015;Česká republika;Životopisný / Dokument;ctbvduhh3nhm2gpui105.jpeg;10
13428;13428-posledni-skaut;86;Poslední skaut;1991;USA;Akční / Komedie / Krimi / Thriller;019ih9whf8yb16ic8w9v.jpeg;11
21375;21375-blanik;86;Blaník;1997;Česká republika;Komedie;5ply057nltt70cl8vbd5.jpeg;11
7395;7395-kinoautomat-clovek-a-jeho-dum;93;Kinoautomat: Člověk a jeho dům;1966;Československo;Komedie;9h0x4o9kjpuk5x5arpf6.jpeg;11
6909;6909-jmeno-ruze;86;Jméno růže;1986;Francie / Itálie / NSR;Drama / Thriller / Mysteriózní / Evropská Tvorba;drwov2cmy1nal0kats2d.jpeg;11
81498;81498-senna;87;Senna;2010;Francie / Velká Británie;Životopisný / Dokument / Sportovní;obvmbjf9f4maz7j0udrk.jpeg;11
9657;9657-medved;86;Medvěd;1988;Francie / Kanada / Velká Británie;Akční / Dobrodružný / Drama / Příběh / Rodinný / Přírodopisný / Evropská Tvorba;909it0fyzl0hqbspw1qg.jpeg;11
163336;163336-le-mans-66;87;Le Mans ‘66;2019;USA;Akční / Drama / Historický / Životopisný / Sportovní;b19j5lff8sihwt7gzjig.jpeg;11
10542;10542-my-fair-lady;86;My Fair Lady;1964;USA;Komedie / Drama / Hudební / Muzikál / Rodinný / Romantický;wubkofy16uz6y2y3w13b.jpeg;11
9221;9221-mafiani;86;Mafiáni;1990;USA;Drama / Gangsterka / Krimi / Životopisný;3s7nkflujtewcjaq9skl.jpeg;11
22719;22719-bohous;86;Bohouš;1968;Československo;Komedie;0ffmevox9ipvn4j6n3sq.jpeg;11
78538;78538-cernobily-svet;86;Černobílý svět;2011;Indie / Spojené arabské emiráty / USA;Psychologický / Drama / Historický / Adaptace;x1kjdbeqafiw9t0e383l.jpeg;11
29843;29843-star-wars-epizoda-iii-pomsta-sithu;86;Star Wars: Epizoda III - Pomsta Sithů;2005;USA;Akční / Dobrodružný / Fantasy / Sci-Fi;6qzt03jf4if6213ypgog.jpeg;11
2712;2712-byt;87;Byt;1960;USA;Komedie / Drama / Romantický / Evropská Tvorba;lxl452et31ifa8za6ubz.jpeg;12
15520;15520-slavnosti-snezenek;86;Slavnosti sněženek;1983;Československo;Komedie / Drama / Evropská Tvorba;houb69njzhj16iv4fhua.jpeg;12
7401;7401-kladivo-na-carodejnice;86;Kladivo na čarodějnice;1969;Československo;Drama / Horor / Historický / Thriller / Evropská Tvorba;zgnkcv4bnw4v4zudx39u.jpeg;12
194502;194502-substance;87;Substance;2024;Francie / USA / Velká Británie;Drama / Horor / Sci-Fi / Thriller;5iqmhnajpjaq8pir3btk.jpeg;12
10575;10575-mzda-strachu;87;Mzda strachu;1953;Francie / Itálie;Akční / Dobrodružný / Drama / Thriller / Evropská Tvorba;r74kzz4m2rivx1z3ic4v.jpeg;12
44127;44127-mr-bean;86;Mr. Bean;1997;Velká Británie;Komedie / Rodinný;35mt60v0bixycvst0k33.jpeg;12
25872;25872-cerny-jestrab-sestrelen;86;Černý jestřáb sestřelen;2001;USA;Akční / Drama / Historický / Válečný / Vojenský;94ptk5spuspu2p77hjvi.jpeg;12
21017;21017-posel-z-liptakova;86;Posel z Liptákova;1997;Česká republika;Komedie;2icg42fskbp6npleqdhh.jpeg;12
20977;20977-hospoda-na-mytince;86;Hospoda na mýtince;1997;Česká republika;Komedie;926fy2pn9ccrbnf7xk8e.jpeg;12
43008;43008-dokonaly-trik;86;Dokonalý trik;2006;USA / Velká Británie;Drama / Historický / Sci-Fi / Thriller;7ba0getb7p2rpimu6mpa.jpeg;12
18942;18942-volani-divociny;87;Volání divočiny;1966;USA / Velká Británie;Akční / Dobrodružný / Drama / Historický / Rodinný;7l880ndw40o658sfkxzt.jpeg;12
31018;31018-krtek-o-vanocich;87;Krtek o vánocích;1975;Česká republika;Animovaný;gcvwrmwwchj00z70d4e1.jpeg;12
13048;13048-pohadka-o-honzikovi-a-marence;87;Pohádka o Honzíkovi a Mařence;1980;Československo;Animovaný / Fantasy / Rodinný / Romantický / Evropská Tvorba;ho5l6lyzc5tc51vs0n62.jpeg;13
3115;3115-carodejuv-ucen;86;Čarodějův učeň;1977;Československo / NSR;Animovaný / Fantasy / Horor / Pohádka / Rodinný / Romantický / Evropská Tvorba;w76jryvwi0ust9jjv7ti.jpeg;13
23508;23508-sesty-smysl;85;Šestý smysl;1999;USA;Drama / Thriller;cgpvv7l1j6epifoclrks.jpeg;13
43425;43425-ratatouille;86;Ratatouille;2007;USA;Komedie / Animovaný / Fantasy / Rodinný;nghgkkylunygotwir9es.jpeg;13
19836;19836-pink-floyd-the-wall;86;Pink Floyd: The Wall;1982;Velká Británie;Drama / Fantasy / Hudební;tjd87u1vjn35fxxtxjxu.jpeg;13
2940;2940-cisaruv-pekar-a-pekaruv-cisar;85;Císařův pekař a pekařův císař;1951;Československo;Komedie / Fantasy / Horor;4fvvhikin1uxpqqvklry.jpeg;13
1422;1422-ben-hur;86;Ben Hur;1959;USA;Akční / Drama / Historický;q30leriuznb76owvr5ob.jpeg;13
15873;15873-spalovac-mrtvol;86;Spalovač mrtvol;1968;Československo;Komedie / Drama / Horor / Krimi / Thriller / Tragikomedie / Evropská Tvorba;fc0a13yxa9mrv00hj2o4.jpeg;13
34621;34621-bidnici;86;Bídníci;1958;Francie / Itálie / NDR;Drama / Historický;qxujaxc1q6wrabwq8tqq.jpeg;13
7514;7514-kocka-na-rozpalene-plechove-strese;86;Kočka na rozpálené plechové střeše;1958;USA;Drama;om5l93n8ldox95whjtqg.jpeg;13
29227;29227-sila-lidskosti-nicholas-winton;87;Síla lidskosti - Nicholas Winton;2002;Česká republika / Slovenská republika;Historický / Dokument / Evropská Tvorba;a09pjtzi1sogsg47da3n.jpeg;13
55707;55707-pocatek;85;Počátek;2010;USA / Velká Británie;Akční / Drama / Sci-Fi / Thriller;e5s5xisami2xvfbomsqu.jpeg;13
74588;74588-abba-gold-greatest-hits;94;Abba Gold - Greatest Hits;2003;Spolková republika Německo;Hudební;w7hig784bh7ugz7lou81.jpeg;14
15727;15727-smrtonosna-zbran;85;Smrtonosná zbraň;1987;USA;Akční / Komedie / Krimi / Thriller;bc1mrx0khm5z7t19exud.jpeg;14
67116;67116-na-vlasku;85;Na vlásku;2010;USA;Akční / Komedie / Animovaný / Fantasy / Muzikál / Rodinný / Romantický;irkkdlpspa63kmg05skq.jpeg;14
26416;26416-stara-puska;86;Stará puška;1975;Francie / NSR;Drama / Historický / Thriller / Válečný / Vojenský / Evropská Tvorba;v2wqgcbqlsf4kli16xpu.jpeg;14
64620;64620-haciko-pribeh-psa;86;Hačikó - příběh psa;2009;USA / Velká Británie;Drama / Rodinný;ebyz0n8o0ueotgz4zv3e.jpeg;14
60648;60648-avengers;85;Avengers;2012;USA;Akční / Dobrodružný / Sci-Fi / Komiks;mazy68c0je0d7aozpn6w.jpeg;14
50858;50858-hrdy-budzes;86;Hrdý Budžes;2003;Česká republika;Komedie / Drama / Evropská Tvorba;y1vu9cqbfx88tvb6vp0v.jpeg;14
79721;79721-kralova-rec;85;Králova řeč;2010;Austrálie / USA / Velká Británie;Drama / Historický / Životopisný;zf6w0da22eh3n2kcm4s9.jpeg;14
95634;95634-nespoutany-django;85;Nespoutaný Django;2012;USA;Komedie / Drama / Černá Komedie / Western;frgtfb3vekr89n8lerzh.jpeg;14
18561;18561-velky-flam;85;Velký flám;1966;Francie;Komedie / Rodinný / Vojenský / Evropská Tvorba;lbqfgfj82pd2rkgmgdba.jpeg;14
15413;15413-skala;85;Skála;1996;USA;Akční / Thriller;y7hrpb9ggdmffnlwj5dv.jpeg;14
15855;15855-soumrak-dne;87;Soumrak dne;1993;USA / Velká Británie;Psychologický / Drama / Romantický;vxmwdptuhovw2dcaa6og.jpeg;14
53612;53612-pink-floyd-zive-v-pompejich;90;Pink Floyd: Živě v Pompejích;1972;Belgie / Francie / NSR;Hudební / Dokument;g3yyw9qh7gcwcf1vcm0z.jpeg;15
72363;72363-krtek-a-lizatko;90;Krtek a lízátko;1970;Československo;Dětský / Kreslený;0cgoaednqjk41lfz0bvg.jpeg;15
7170;7170-karel-kryl-kdo-jsem;90;Karel Kryl - Kdo jsem?;1993;Slovenská republika;Dokument;t90qz9gnqaf888ewl0g7.jpeg;15
62166;62166-hvezdna-brana-pravdivy-pribeh;90;Hvězdná brána: Pravdivý příběh;2006;USA;Dokument;9uqqo1lhc8jx4twv9bkf.jpeg;15
