idCsfd;sTitle;sType;iYear;iRating;iRuntime;urlPoster;urlCsfd;sCountry;sGenre;sTitle_EN;sStory;sCopyright;sTags;sSeries;sEpisodes;sDirector;sActor;sAuthor;sPlatforms;sNominated;sAwarded;urlDirector1;urlActor1;urlActor2;urlActor3;urlSource
326273;Parkway Drive: Home Is for the Heartless;m;2012;97,54716981;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/043/951/43951980_703dc9.jpg;https://www.csfd.cz/film/326273-parkway-drive-home-is-for-the-heartless/;USA;Dokumentární / Hudební;;"Film Parkway Drive: Home Is for the Heartless zachytáva nekonečné putovanie tejto metalcorovej senzácie z Byron Bay (Austrália) a umožňuje nazrieť na svet očami členov kapely. Hudobný dokument natáčaný v štyridsiatich dvoch krajinách na piatich kontinentoch má aj cestopisný charakter a poskytuje detailný pohľad na skupinu na javisku i mimo neho. Okrem ukážok tých najbláznivejších show, aké kapela mala, nechýbajú ani niektoré z ich najlepších dobrodružstiev a prenikavých spoločných momentov. Parkway Drive cestujú do viacerých zapadnutých oblastí, vrátane miest tretieho sveta, kde nikdy žiadna ""tvrdá"" medzinárodná kapela nehrala. Dokazujú tak, že miestni ľudia a kultúra sú živou súčasťou ich dobrodružstva. (Ollie.ver)";;;;;Ben Gordon;Winston McCall, Ben Gordon;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
270353;Slayer: Still Reigning;m;2004;97,47126437;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/063/63991_b08004.jpg;https://www.csfd.cz/film/270353-slayer-still-reigning/;USA;Hudební / Dokumentární;;"DVD z koncertu amerických thrash metalových „řezníků“ Slayer. DVD obsahuje dvě části:Reign in Blood live 1. ""Angel of Death"" 2. ""Piece by Piece"" 3. ""Necrophobic"" 4. ""Altar of Sacrifice"" 5. ""Jesus Saves"" 6. ""Criminally Insane"" 7. ""Reborn"" 8. ""Epidemic"" 9. ""Postmortem"" 10. ""Raining Blood""Bonus materiál 1. ""War Ensemble"" 2. ""Hallowed Point"" 3. ""Necrophiliac"" 4. ""Mandatory Suicide"" 5. ""Spill the Blood"" 6. ""South of Heaven"" 7. ""Slayer in Their Own Words"" (interview) (Chatterer)";;metal;;;Dean Karr;Tom Araya, Kerry King;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
683975;Černobyl;s;2019;96,11587733;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/163/798/163798914_da5cee.jpg;https://www.csfd.cz/film/683975-cernobyl/;USA / Velká Británie;Drama / Historický;Chernobyl;Černobyl, pětidílná minisérie z koprodukce společností HBO a Sky, rekonstruuje příběh o jaderné havárii z roku 1986, jedné z nejhorších katastrof v historii způsobených člověkem, a o obětech, které byly učiněny pro záchranu Evropy před nepředstavitelnou pohromou. Dne 26. dubna 1986 otřásla jadernou elektrárnou v Černobylu na Ukrajině mohutná exploze, která uvolnila nebezpečné radioaktivní látky nejen na ukrajinském, běloruském a ruském území tehdejšího Sovětského svazu, ale také do oblastí Skandinávie a západní Evropy. Jared Harris ztvárňuje Valerije Legasova, předního sovětského jaderného fyzika, který vedl vyšetřování tragické události. Stellan Skarsgård hraje sovětského místopředsedu vlády Borise Ščerbinu, kterého Kreml pověřil vedením vládní komise zjišťující okolnosti havárie. Emily Watsonová představuje jadernou fyzičku Ulanu Khomyukovou, která chce odhalit tajemství kolem černobylského neštěstí. (HBO Europe);V TV od 06.05.2019 Home Box Office;smrt, 20. století, strach, vyšetřování, politika, vojáci, lež, podle skutečného příběhu, armáda, nemocnice, soud, těhotenství, nehoda, sebevražda, vědci, věda, komunismus, období 1980-1990, výbuch, katastrofa, požár, oheň, tajná policie, záchranáři, radioaktivita, hasiči, Ukrajina, horníci, KGB, politický proces, Černobyl, elektrárna, nemoc z ozáření, jaderná elektrárna;0.0;5.0;Johan Renck;Jared Harris, Stellan Skarsgård, Emily Watson, Jessie Buckley, Paul Ritter, Adam Nagaitis, Robert Emms, Sam Troughton, Con O'Neill, Adrian Rawlins;;https://www.hbomax.com/cz/en/shows/chernobyl/396999a6-3fff-4af3-802b-10c46d10deff<br>http://www.hbo.eu<br>http://www.hbo.eu<br>/novinky/9735-hbo-chysta-serial-ze-sveta-hry-baldur-s-gate/<br>/novinky/9735-hbo-chysta-serial-ze-sveta-hry-baldur-s-gate/<br>/novinky/9735-hbo-chysta-serial-ze-sveta-hry-baldur-s-gate/<br>https://www.hbomax.com/cz/en/shows/chernobyl/396999a6-3fff-4af3-802b-10c46d10deff<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (2x)<br>Critics Choice Awards (3x)<br>;Golden Globes (2x)<br>Critics Choice Awards (1x)<br>;;;;;
308763;Nazi Concentration Camps;m;1945;95,3968254;59.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/170/559/170559687_3bctox.jpg;https://www.csfd.cz/film/308763-nazi-concentration-camps/;USA;Dokumentární;;;;Židé, koncentrační tábor;;;George Stevens;Dwight D. Eisenhower, George S. Patton;;https://www.netflix.com/title/81405890<br>https://www.netflix.com/title/81405890<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
2294;Vykoupení z věznice Shawshank;m;1994;95,36082296;142;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/505/162505167_735db9.jpg;https://www.csfd.cz/film/2294-vykoupeni-z-veznice-shawshank/;USA;Drama / Krimi;The Shawshank Redemption;Strach dělá z lidí vězně. Naděje jim dává křídla. Film natočený podle novely Stephena Kinga. Strhující příběh o přátelství, naději a moudrosti s velmi výraznými hereckými i charakterovými osobnostmi. Andy Dufresne (Tim Robbins) přichází do vězení v Shawshanku jako nový vězeň podezřelý z vraždy. Spřátelí se s doživotně odsouzeným Redem (Morgan Freeman) a společně se snaží přežít v nelidském prostředí vězeňského systému. Odmítají upadnout do rezignace a dodávají naději sobě i spoluvězňům. Film získal mnoho ocenění filmové kritiky a díky svému hluboce humánnímu poselství, skvělým hereckým výkonům a působivému zpracování byl 7 x nominován na Oscara - za nejlepší film, herce v hlavní roli (Morgan Freeman), nejlepší scénář, kameru, hudbu, střih a zvuk.;14.10.1994 Columbia/Sony;muž, smrt, přátelství, přátelé, vražda, 20. století, násilí, policie, manželé, touha, útěk, zbraně, vrah, oběť (autonehody/zločinu), období 1940-1950, lež, sny, nevěra, vězení, boj o přežití, podvod, naděje, soud, stáří, nespravedlnost, sebevražda, korupce, podle povídky, šikana, křivé obvinění, iluze, milenec, svoboda, období 1950-1960, knihovna, doživotí, Maine;;;Frank Darabont;Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, Mark Rolston, James Whitmore, Jeffrey DeMunn, Larry Brandenburg;Stephen King;https://www.netflix.com/title/70005379<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-shawshank-redemption/umc.cmc.459n4f98t82t8ommdoa7ebnny<br>https://www.youtube.com/watch?v=R2ljf7F4wgw<br>https://www.netflix.com/title/70005379<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/the-shawshank-redemption/umc.cmc.459n4f98t82t8ommdoa7ebnny<br>https://www.youtube.com/watch?v=R2ljf7F4wgw<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (7x)<br>Golden Globes (2x)<br>The Saturn Awards (3x)<br>;The Saturn Awards (1x)<br>;;;;;
761186;Critical Role;m;2015;95,2;;//static.pmgstatic.com/assets/images/050b5bad23b8eb0b4f88f971b8f6a168/empty-image.svg;https://www.csfd.cz/film/761186-critical-role/;USA;Dobrodružný / Fantasy;;Webseriál, kde skupina profesionálních dabérů streamuje hrání vlastních kampaní pro „Dungeons & Dragons“. První kampaň byla adaptována Amazon Studios do televizního animovaného seriálu The Legend of Vox Machina. (LeitoSE);;deskové hry;;;Matthew Mercer;Liam O'Brien, Matthew Mercer, Taliesin Jaffe, Marisha Ray, Ashley Johnson, Will Friedle, Ashly Burch, Nate Stevenson, Wil Wheaton, Felicia Day;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
238965;Sepultura: Under Siege (Live in Barcelona);m;1991;95,12605042;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/260/158260938_9248d0.jpg;https://www.csfd.cz/film/238965-sepultura-under-siege-live-in-barcelona/;Španělsko;Dokumentární / Hudební;;;;;;;;Max Cavalera;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
326786;A Year with Armin van Buuren;m;2012;95,05882353;52.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/043/952/43952050_cdd0f3.jpg;https://www.csfd.cz/film/326786-a-year-with-armin-van-buuren/;Nizozemsko;Hudební / Dokumentární;;"Obyčejný člověk, který vede neobyčejný život. Superhvězda DJingu, Armin van Buuren, žije tak, jak by si mnoho z nás mohlo nechat jenom zdát. S vytrvalou vášní pro hudbu se tento rozený perfekcionista snaží zůstat na vrcholu, s čímž souvisí vypořádávání se s každodenním tlakem. Rok v životě Armina van Buurena vám poskytne bližší pohled na člověka stojícího v popředí nizozemského DJingu. Pojďme strávit jeden výjimečný rok jeho bouřlivého života… Davy skandují jeho jméno. Lidé si ho všude fotografují. Je vždy v pohybu, z jednoho klubu do druhého. Dny strávené v letadlech pro pár hodin toho, co mu jde nejlíp: potěšit dav. Nebýt lásky k muzice, Armin van Buuren by nikdy nebyl tam, kde teď je. Čtyřnásobný vítěz po sobě v anketě DJ Mag Top 100 a rytíř, na kterého byl pasován královnou své domovské země. Strůjce jedné z nejdéle vysílaných show v rádiu na poli dějin taneční hudby a majitel vydavatelství A State of Trance. Ale také manžel Eriky, lásky jeho života, a otec dcery Fenny. Věrný přítel k těm, kdo pochopí jeho nedostatek volného času a milující člen vřelé rodiny. Tento dokument vás vezme z jeho domova přes letiště s osobními tryskáči až přímo na párty. Ukáže vám osamělost prázdného hotelového pokoje a zavede vás až do samého žáru chvíle, kdy tisíce fanoušků očekávají svého hrdinu. Odhalí jeho perfekcionismus a neúprosné úsilí, stejně jako závislost na muzice. Od příprav světového turné k albu ""Mirage"" a telefonátu, který mu prozradí, zda si udrží první příčku v DJ Top 100, až po prohlídku domu, ve kterém vyrůstal a oznámení v rádiu, že bude otcem. Rok v životě Armina van Buurena není dalším zákulisním dokumentem. Je to Armin van Buuren, osobně. (mrx.friend)";;;;;;Armin van Buuren, Ferry Corsten;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
597993;Pásky z Nagana;m;2018;94,96294554;73.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/467/162467520_f9ffb9.jpg;https://www.csfd.cz/film/597993-pasky-z-nagana/;USA / Česko / Kanada;Dokumentární / Sportovní;The Nagano Tapes;Olympijský hokejový Turnaj století v Naganu 1998 trochu z odstupu a nadhledu v dokumentu Ondřeje Hudečka. (Česká televize);;20. století, sláva, trenér, období 1990-2000, emigrace, hokej, turnaj, zápas, olympijské hry, bruslení;;;Ondřej Hudeček;Dominik Hašek, Jaromír Jágr, Petr Svoboda, Robert Záruba, Ivan Hlinka, Slavomír Lener, Michael Žantovský, Roman Hamrlík, Martin Straka, Giancarlo Esposito;;http://www.ceskatelevize.cz<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;Ceny české filmové kritiky (1x)<br>;;;;;
271429;Creating the Lord of the Rings Symphony: A Composer's Journey Through Middle-Earth;m;2004;94,95495495;52.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/064/64331_84beaf.jpg;https://www.csfd.cz/film/271429-creating-the-lord-of-the-rings-symphony-a-composer-s-journey-through-middle-earth/;Kanada;Dokumentární / Hudební;;Pouť skladatele Howarda Shora Středozemí obsahuje úryvky z koncertu Pána prstenů: Šest vět pro orchestr, sbor a sólisté. Dokument je doplněn komentářem Howarda Shora a ilustracemi Alana Leeho a Johna Howea. Záznam z koncertu byl nahrán v Salle Wilfrid-Pelletier, Place des Arts, Montreal, Kanada v únoru 2004. (kolya);;;;;;Howard Shore;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
174734;Depeche Mode: Devotional;m;1993;94,79905437;93.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/041/41376_fc029a.jpg;https://www.csfd.cz/film/174734-depeche-mode-devotional/;USA;Dokumentární / Hudební;;Památný záznam Devotional vychází poprvé na DVD! Dokument, který pro DEPECHE MODE natočil slavný fotograf a režisér a také dlouholetý spolupracovník kapely Anton Corbijn během jedinečného turné v roce 1993, patří k nejslavnějším v historii pop-music. V době vzniku byl nominován na cenu Grammy jako Nejlepší dlouhohrající hudební video. DVD rovněž obsahuje druhý disk jako bonus, na němž jsou zachyceny koncerty z Frankfurtu a Barcelony, dobový dokument MTV, interview s autorem snímku a další zajímavosti.;;;;;Anton Corbijn;David Gahan, Martin Gore, Andrew Fletcher, Alan Wilder;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
270981;Zlatý hattrick;m;2001;94,77386935;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/449/449784_42ee46.jpg;https://www.csfd.cz/film/270981-zlaty-hattrick/;Česko;Dokumentární / Sportovní;;Zlatý hattrick představuje jednu ze čtyř úspěšných sezón českých hokejistů od Nagana 1998. Tento dokument neboli sestřih utkání celého Mistrovství světa roku 2001 se odehrává v německém Hannoveru. Od sezóny 1999 do roku 2001 jsme se stali trojnásobnými vítězi světového šampionátu v ledním hokeji. Tudíž rok 2001 je českým zlatým hattrickem. V sestřihu jsou znázorněny věci, na které by český národ neměl nikdy zapomenout. (Pilda17);;hokej;;;;Martin Procházka, František Kaberle, Robert Reichel, Pavel Patera, David Výborný, Milan Hnilička, David Moravec, Petr Čajánek, Jiří Dopita, Viktor Ujčík;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
812944;David Attenborough: Život na naší planetě;m;2020;94,4772064;83.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/164/809/164809596_2e1d46.jpg;https://www.csfd.cz/film/812944-david-attenborough-zivot-na-nasi-planete/;Velká Británie;Dokumentární;David Attenborough: A Life on Our Planet;Známý moderátor se ohlíží za svým životem a historií vývoje života na Zemi. Truchlí nad ztrátou divočiny a přichází s vlastní vizí budoucnosti. (Netflix);Na VOD od 04.10.2020 Netflix;ekologie, globální oteplování, přelidnění;;;Alastair Fothergill, Jonathan Hughes, Keith Scholey;David Attenborough, Max Hughes;;https://www.netflix.com/title/80216393<br>https://www.netflix.com/<br>https://www.netflix.com/title/80216393<br>https://www.csfd.cz/vod/netflix/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;British Academy of Film and Television Arts (BAFTA) (1x)<br>;;;;;;
10135;Forrest Gump;m;1994;94,40109462;142;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/158/988/158988468_acc7b5.jpg;https://www.csfd.cz/film/10135-forrest-gump/;USA;Drama / Komedie / Romantický;Forrest Gump;"Zemeckisův film je brilantním shrnutím dosavadních režisérových poznatků o možnostech ""comicsového"" vyprávění. Formálně i obsahově nejméně konvenční z jeho snímků přesvědčuje komediálními gagy i naléhavě patetickým tónem. Jeho hrdinou je prosťáček Forrest Gump, typický obyčejný muž, který od dětství dělal, co se mu řeklo. Do života si tak odnesl několik ponaučení své pečlivé maminky a osvědčené pravidlo, jež se mu hodí mnohokrát v nejrůznějších situacích: Když se dostaneš do problémů, utíkej. Forrest proutíká školou, jako hráč amerického fotbalu i univerzitou, potom peklem vietnamské války a zoufalstvím nad matčinou smrtí. Vždycky je totiž někdo nebo něco, co po něm skutečně či obrazně ""hází kameny"". Nakonec však Forrest poznává, že jsou i jiná řešení situací než útěk. Svůj život spojuje s kamarádkou ze školy Jenny, která pro něj zůstane provždycky jedinou láskou, s přítelem z vojny, černochem Bubbou, který dá směr jeho úvahám o lovu krevet a s poručíkem Taylorem, jemuž ve Vietnamu zachrání život. Forrestova životní pouť od 50. do 80. let je koncipovaná jako totálně ""bezelstné"" vyprávění hrdiny, neschopného obecnějšího hodnocení situace. Forrest jako sportovec i jako válečný hrdina se setkává se slavnými lidmi, které nakonec vždycky někdo zastřelí (J. F. Kennedy, J. Lennon). Také jeho bližní umírají, ale on sám zůstává. Empiricky se dopracovává od impulsivního útěku před životem k úvahám o lidském osudu a o Bohu. Soukromý hrdinův osud zároveň postihuje třicet let poválečných amerických dějin.";06.07.1994 Paramount Pictures;podle knihy, láska, rodina, smrt, přátelství, přátelé, 20. století, matka, syn, škola, peníze, vojáci, moře, svatba, lodě, satira, období 1970-1980, období 1960-1970, období 1980-1990, období 1950-1960, domácí násilí, těžký úraz, tělesné postižení, prezident, válečný veterán, bouře, rybolov, invalidní vozík, válka ve Vietnamu, americký fotbal, hippies, americký jih, běh, něha, druhá šance, AIDS, alternativní historie, San Francisco, amputace, Arizona, stolní tenis, Alabama;;;Robert Zemeckis;Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field, Haley Joel Osment, Peter Dobson, Siobhan Fallon Hogan, Hanna Hall, Brett Rice;Winston Groom;https://www.skyshowtime.com/cz/stream/movies/forrest-gump/6a2c3789-01da-3bc6-b805-38857f6df934<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/forrest-gump/umc.cmc.5ov9f55aw8qvmd5pumhgnwu3e<br>https://www.youtube.com/watch?v=77ij5gCTjYU<br>https://www.skyshowtime.com/cz/stream/movies/forrest-gump/6a2c3789-01da-3bc6-b805-38857f6df934<br>https://srv.clickfuse.com/ads/adclkr.php?id=100006636&url=https://tv.apple.com/cz/movie/forrest-gump/umc.cmc.5ov9f55aw8qvmd5pumhgnwu3e<br>https://www.youtube.com/watch?v=77ij5gCTjYU<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Academy Awards (7x)<br>British Academy of Film and Television Arts (BAFTA) (7x)<br>Guldbagge Awards (1x)<br>Golden Globes (4x)<br>The Saturn Awards (6x)<br>;Academy Awards (6x)<br>British Academy of Film and Television Arts (BAFTA) (1x)<br>Český lev (1x)<br>Amanda Awards (1x)<br>Golden Globes (3x)<br>The Saturn Awards (2x)<br>;;;;;
581228;The Filthy Frank Show;m;2018;94,38202247;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/162/316/162316527_d8a0c6.jpg;https://www.csfd.cz/film/581228-the-filthy-frank-show/;Japonsko / Austrálie / USA;Krátkometrážní / Komedie / Fantasy;;"Filthy Frank a jeho chorobou zmietaní priatelia hovoria o rôznych témach a zúčastňujú sa viacerých života ohrozujúcich vilomenín. Legendárny webový seriál George ""Joji"" Millera (2011-2017) si svojím čiernym humorom a drsnou satirou získal ľudí po celom svete a dnes je už považovaný za ultimátnu YouTubeovú kultovku. (SammyboiSK)";;;;;;Jason Derulo, PewDiePie;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
29464;Wallace & Gromit: The Best of Aardman Animation;m;1996;94,20454545;;https://static.pmgstatic.com/assets/images/050b5bad23b8eb0b4f88f971b8f6a168/empty-image.svg;https://www.csfd.cz/film/29464-wallace-gromit-the-best-of-aardman-animation/;Velká Británie;Animovaný / Komedie / Rodinný;Wallace & Gromit: The First Three Adventures;;;plastelínová animace;;;Nick Park;;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
70341;Bratrstvo neohrožených;s;2001;93,99441653;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/164/947/164947074_0b340c.jpg;https://www.csfd.cz/film/70341-bratrstvo-neohrozenych/;Velká Británie / USA;Válečný / Drama / Akční / Historický;Band of Brothers;"Bratrstvo neohrožených představuje zásadní počin v historii HBO i televize samotné. Jedná se o desetidílnou minisérii natočenou na motivy bestselleru spisovatele Stephena E. Ambroseho, jenž pojednává o elitní jednotce americké armády z 2. světové války známé jako Easy Company. Minisérie začíná v přísném výcvikovém táboře v Georgii v roce 1942 a vypráví o pozoruhodných úspěších této dobrovolnické střelecké roty, která se časného rána v osudný den ""D"" roku 1944 účastnila výsadku ve Francii. Stála v čele operace Market-Garden a prodělala ofenzívu na Rýně, zaútočila na nacisty v Bastogne i v Bulge a v roce 1945 pomáhala dobýt Hitlerovo ""nedobytné"" Orlí hnízdo v Berchtesgaden. (HBO Europe)";Na Blu-ray od 30.04.2014 Magic Box;smrt, 20. století, násilí, období 1940-1950, 2. světová válka, vojáci, tank;0.0;10.0;David Frankel, Mikael Salomon, Richard Loncraine;Damian Lewis, Scott Grimes, Ron Livingston, Donnie Wahlberg, Shane Taylor, Rick Warden, Michael Cudlitz, Neal McDonough, Frank John Hughes, Richard Speight Jr.;Stephen Ambrose;https://www.netflix.com/cz-en/TITLE/70308702<br>https://www.hbomax.com/cz/en/shows/band-of-brothers/6a0a0227-f567-46ba-9a2d-04374c5f6193<br>http://www.hbo.eu<br>http://www.hbo.eu<br>/novinky/3122-hbo-a-spielberg-opet-ve-valce/<br>/novinky/3122-hbo-a-spielberg-opet-ve-valce/<br>/novinky/3122-hbo-a-spielberg-opet-ve-valce/<br>https://www.netflix.com/cz-en/TITLE/70308702<br>https://www.hbomax.com/cz/en/shows/band-of-brothers/6a0a0227-f567-46ba-9a2d-04374c5f6193<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (2x)<br>Critics Choice Awards (1x)<br>;Golden Globes (1x)<br>;;;;;
42927;Red Dwarf: Smeg Outs;m;1995;93,74663073;51.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/168/089/168089220_1uz782.jpg;https://www.csfd.cz/film/42927-red-dwarf-smeg-outs/;Velká Británie;Dokumentární / Komedie;;Po roce se vynikající pořad SMEG UPS dočkal pokračování. Autorem scénáře je opět Doug Naylor, kterému vypomáhal Robert Llewellyn a režie se tentokrát ujal režisér mnoha dílů Trpaslíka Ed Bye, který pořad produkoval. Druhý díl se zaměřuje na mnohem více postav než díl první a opět ho uvádí Robert Llewellyn jako Kryton. Opět nás čeká spousta nových přeřeků, popletení textů nebo jejich zapomínání. Uvidíme problémy s rekvizitamy či se zvířaty, podíváme se na dalších 10 nejčastějších otázek,dále např. co říká šéf klubu pozpátku v díle Pozpátku nebo celou verzi písně Tongue Tide.. S hlavnímy členy posádky se seznámíme jednotlivě v klipcích s přebrety. Aby Kryton nebyl na moderování sám, tak mu v tomto díle sekunduje Craig Charles jako Lister. Pořad je sice zaměřen na první tři série, ale obsahuje také záznamy ze setkání fanoušků.Druhý díl je kvalitativně možná lepší než díl první, což bude také způsobeno větší profesionalitou a také větším počtem lidí, jež se na pořadu podílely. Scény z těchto dvou kazet se později objevily na DVD k jednotlivým sériím a k 7.a 8. řadě zatím jako soubor na kazetě nevyšly. Zdali se dočkáme někdy pokračování těchto dvou dílů je ve hvězdách. (gogos);;;;;Ed Bye;Chris Barrie, Craig Charles, Danny John-Jules, Robert Llewellyn, Craig Ferguson, Norman Lovett, Mac McDonald, Robert Addie, Hattie Hayridge, Danny Erskine;;http://www.youtube.com/watch?v=a3t3IKlXqFU<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
56207;Narcos;s;2015;93,6328894;;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/167/208/167208056_5a6444.jpg;https://www.csfd.cz/film/56207-narcos/;USA;Životopisný / Krimi / Drama;Narcos;Na konci 70. let dvacátého století se nechvalně proslulý zločinec Pablo Escobar poprvé zapojil do ilegální výroby kokainu. V červenci 1992 se mu podařilo uprchnout z vězení La Catedral, které kolumbijská vláda postavila podle Escobarových vlastních požadavků výměnou za to, že se vzdá úřadům a „odpyká” si tam trest nanejvýše pěti let odnětí svobody. Mezítím se Pablo Escobar stal legendárním drogovým baronem a narkoteroristou. Drsný kriminální seriál Narcos je inspirovaný skutečností a odehrává se v krutém a nemilosrdném světě kolumbisjkých drogových gangů. Jeho hlavním hrdinou je Steve Murphy (Boyd Holbrook). Agent DEA, amerického úřadu pro boj proti drogám, má za úkol dostat Escobara (Wagner Moura) a zničit jeho kartel Medellín. Murphymu pomáhá agent Javier Peña (Pedro Pascal), ale když oba dorazí do Kolumbie, zjišťují, že Escobar má mnohem závažnější problémy než nějakou DEA. (TV Prima);Na VOD od 28.08.2015 Netflix (Season 1);vražda, násilí, policie, zbraně, peníze, politika, drogy, detektiv, gangsteři, mafie, soud, korupce, vydírání, pašování, úplatky, drogový kartel, Kolumbie, Úřad pro potírání drog (DEA), narconovela, Pablo Escobar;3.0;30.0;Andrés Baiz, Josef Kubota Wladyka, Fernando Coimbra;Pedro Pascal, Wagner Moura, Boyd Holbrook, Paulina Gaitan, Alberto Ammann, Raúl Méndez, Paulina García, Matias Varela, Diego Cataño, Julian Diaz;;https://www.netflix.com/title/80025172<br>https://www.netflix.com/title/80025172<br>https://www.csfd.cz/vod/netflix/<br>https://www.csfd.cz/vod/netflix/<br>https://www.csfd.cz/vod/netflix/<br>https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;Golden Globes (2x)<br>;;;;;;
218516;Lino Ventura;m;1997;93,42465753;85.0;https://static.pmgstatic.com/assets/images/050b5bad23b8eb0b4f88f971b8f6a168/empty-image.svg;https://www.csfd.cz/film/218516-lino-ventura/;Francie;Dokumentární / Životopisný;Ventura dit... Lino;Drsný chlap s citlivým srdcem, vynikající herec.;;;;;Clélia Ventura, Babeth Si Ramdane;Lino Ventura, Claude Pinoteau, Claude Sautet, Édouard Molinaro, Georges Lautner, José Giovanni, Mireille Darc, Claudia Cardinale, Francesco Rosi, Jean-Paul Belmondo;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
272622;Nagano 1998 - hokejový turnaj století;m;1998;93,36376404;90.0;https://image.pmgstatic.com/cache/resized/w420/files/images/film/posters/000/449/449787_24d64a.jpg;https://www.csfd.cz/film/272622-nagano-1998-hokejovy-turnaj-stoleti/;Česko;Dokumentární / Sportovní;;Dokument ze zimních olympijských her. Sestřih nejdůležitějších okamžiků ze všech olympijských sportovních soutěží. Největší prostor je věnován spanilé jízdě našich hokejistů ke zlatým medailím, včetně velkolepého přivítání ve vlasti.;;hokej, olympijské hry;;;Jiří Slezák, Charilaos Karadžos;Jaromír Jágr, Dominik Hašek, Ivan Hlinka, Martin Procházka, Robert Reichel, Jiří Šlégr, Vladimír Růžička, Pavel Patera, Jiří Dopita, Robert Lang;;https://apps.apple.com/cz/app/id6755365206<br>https://play.google.com/store/apps/details?id=cz.csfd.csfdroid<br>;;;;;;;
